,Unnamed: 0,cool,date,eliteStatus,friends,funny,location,name,phone,ratings,review,reviewHistory,useful,userlink,username
12683,322,1.0,7/23/2010,,0,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,"I've been to this restaurant several times since they opened, and it is true that some dishes are stronger and more favorable than others.  But I am pretty happy with what they serve - both food and services. Their seasonal specials are always inspiring and fun to try. I love their pork hocks - they are crispy outside and tender and juicy inside. Little things accompanied with this dish - steamed bun and pickled veggies - are also very good. I am a regular fan of their Thai salad - it is a huge portion, but it is always very fresh. Their soups are pretty good as well. Many people recommend massaman curry, so this is the next one I am going to try. I like their presentation as well - their seasonal desert, sweet sticky rice with slice mango, has the most adorable presentation on a plate. They created a heart-shaped rice, which was topped with creamy coconut sauce. It made me smile as soon as I saw the plate and the taste gave me even bigger smile. The mango was perfectly ripe, and portion and taste of sticky rice was perfection.  They created a happy harmony.  Another reason why I come back to this restaurant is their services - the waiters are always alert, friendly, and very warm. Somehow, they remember me and small conversation I had with them.  So it's aways nice to come by. I feel like I can experience warm hospitality that is a charm of Thai culture whenever I am here. And I like the decor as well. They display various type of ""lunch boxes"" - from ""daddy"" size to ""baby"" size. I am very interested in learning other culture, so looking at objects displayed in the restaurant give me delightful experience as well.",8,1.0,/user_details?userid=mhquDhejxSWHGeazchm7BA,Takako H.
12684,323,,5/8/2008,,11,1.0,"Brooklyn, NY",Leng Thai,7189567117,4.0 star rating,definitely the best thai place in lower astoria - a little more expensive but a little more worth it.the pad thai is terrific - it has a sweetness to it.i have no idea what they serve you for an appetizer - it tastes like caramel corn and i think you are supposed to eat it with your hands.,59,1.0,/user_details?userid=w_V5YlSt1P5N_QXahMGz3g,Brian T.
12685,324,,9/23/2008,,570,,"Manhattan, NY",Leng Thai,7189567117,4.0 star rating,"Delicious, standout Thai food - I often feel like it's hard to distinquish one Thai restaurant from another and most are pretty mediocre.  My friend brought some takeout from Leng and I thought it was delicious.  I cannot comment on the ambiance since we were eating at home, but I can say that the curry was well flavored & not watered down with coconut milk.  We had Green curry with Shrimp - there was a generous serving of jumbo shrimps - it was more than enough for the two of us to share.  Another friend had the Pad Thai, which was pretty standard.  I will definitely eat from here again & am interested in seeing the restaurant itself!",534,,/user_details?userid=xEc6S6ZTbFeNekKgWTZP9A,Preethi C.
12686,325,,4/12/2008,,124,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,"We came for a late lunch on a Saturday so it was quite empty inside. The design and layout of the restaurant was done very well for this small space. The most enjoyable space was out back  where you could dine outside next to the bamboo stalks. The leaves have dried and withered but the space was lovely and clean.I ordered Kee Mao Talay, a seafood noodle dish that was spicy and delicious. The portions of the seafood was also surprising large. We also had Sen Mee which had jumbo shrimp on a bed of vermicelli. The prices and amount of food was very reasonable. Service was friendly and quick. Our food came out quickly and our water was refilled several times. I would love to give this place more stars but I have yet to try their pad thai, if it passes the test I'll give them another star.I've just recently ordered delivery, it was very fast, less than 30 mins. perhaps even just 20 mins. The pad thai and fried veg rolls were ok. Huge portions at a good price. The extra star was for the use of recyclable paper boxes the food came. Yeah, go green restaurant!They are now delivering. Minimum order of $10Find their menu online lengthainewyork.com",230,1.0,/user_details?userid=7ZCGTw5dGnNlASwWGbctrA,Jules T.
12687,326,,10/9/2010,,23,,"Astoria, NY",Leng Thai,7189567117,3.0 star rating,"The food here is good and the customer service is okay. The first time I ate from here was take out, scallion pancakes and pad thai noodles. The scallion pancakes were okay, tasty but not what I expected...they were too greasy. The pad thai noodles were great! I am not a fan of tofu and the fact that they do not put tofu in the noodles (like Wave thai), made me extremely happy. The second I ate on the premises with my two friends during lunch. The waiter was taking his sweet time, which I didn't approve of but I brushed it off. The duck roll is good. It was the first time I tasted the duck roll and I liked it~ I am quite picky with my food. I ordered the Massaman Chicken curry which was great! It opened up my sinuses (something I was looking forward to) and the curry was perfect. The third time  I ate at this restaurant, I wasn't too pleased. I was seated by the garden area and I had to get up twice to go to the main area to call our waiter (one time for him to take our order and the second time for our check). Both of the times I visited this restaurant, not once did the waiter ask how our food was; however, he did refill our glasses of water when we would get low. This third time, my order wasn't satisfying. The chicken and curry smelled like sweat and socks. I brought this to the waiters attention when he brought us the check since he asked me why I didn't eat it. In the end, the waiter was nice enough to compensate me for my dish. Would I come back here? Most likely not and it is a shame because the place is pretty comfortable.",285,,/user_details?userid=8KTHqMcUXTGfguXozgFoZA,Geo N.
12688,327,1.0,2/9/2008,,0,,"Astoria, NY",Leng Thai,7189567117,5.0 star rating,"My pick for Thai in the Broadway area of Astoria. Best service I've had around here. Great ambiance, especilly compared to the other Thai places.I've read you can judge the service at a restaurant by how quickly the water gets refilled. Answer: Before I could finish.The chicken in the satay was very good. The pad thai was wonderful. Sweet and savory and filling. Portions were generous. I was absolutely stuffed and happy.And for what it's worth, best Thai Ice Tea. I'll be coming back.",7,1.0,/user_details?userid=vWyLx1fsXv451POK5aHgDA,Andre B.
12689,328,,11/28/2008,,63,,"New York, NY",Leng Thai,7189567117,3.0 star rating,"Great decor and atmosphere.  Just had their... well, can't spell it, but it had beef and was exactly what I wanted. Let's see what else they got going on in there.",15,,/user_details?userid=RCgAkmXxv42Mu4cToFBqIw,Al B.
12690,329,,8/16/2009,,14,,"New York, NY",Leng Thai,7189567117,2.0 star rating,"The food is not bad.  But the wait staff is not friendly.  They were borderline rude.  And downright upset that we only ordered water to start our dinner.  Because of the sad service, it's not worth coming here for mediocre food.  We have definitely had better.",198,2.0,/user_details?userid=TYxnG8_AdTlaAx6h0RE2Pw,Elie C.
12691,330,,5/8/2008,,20,,"Brooklyn, NY",Leng Thai,7189567117,4.0 star rating,"This place just opened recently, but i've already been here at least 5 times.  It is very very good (the best thai around the neighborhood for sure).  And the service is great, as well as the atmosphere.  And you can bring your own wine! Which we do!  And they really know how to celebrate birthdays!",86,,/user_details?userid=L0KyPYMZGlWZfwdqPkjdGA,erin b.
12692,331,,3/3/2010,,8,,"Long Island City, NY",Leng Thai,7189567117,3.0 star rating,this place is so cute. the food wasn't exactly as authentic as i thought it'd be but the ambience gives them a bonus point.,16,,/user_details?userid=8jD2x37Oa1pWI0NcW54XAw,Valerie K.
12693,332,,4/16/2012,,0,,"New York, NY",Leng Thai,7189567117,2.0 star rating,taste ok but not thai enough!,76,,/user_details?userid=1maM63G8sMRCgHO5KNzY8w,A L.
12694,333,,3/21/2011,,7,,"Astoria, NY",Leng Thai,7189567117,5.0 star rating,"Having to grow up in Thailand it's hard to find a Thai restaurant in NYC that sells anything other than chicken with basil or pad thai.  Leng never fails to satisfy my cravings for authentic homestyle Thai cooking such as Kao Tom Talay (rice soup with seafood), Duck noodle soup, the obvious Tom Yum, and even Laab Kai (mince Chicken mixed with herbs).  Okay you caught me I love soups...but that's not the point here.  They actually serve a lot of Northern-style Thai food, which if anyone that has lived in Thailand would know that's what the majority of people prefers to eat there.  To sum it up, the food is excellent, service is great (all the waiters are Thai), the prices are cheap, and they deliver.  The ambiance is neat and they even have a summer deck outside.  Who would have known there's such a hidden gem in Astoria.  Oh and the Mee Krob (deep fried vermicelli with sweet chilli sauce)  you get for free as dinner appetizers is another reason why anyone should visit.",2,2.0,/user_details?userid=eP5ROcRWV6axSjJdAAKRlQ,Eleen L.
12695,334,,6/7/2010,,0,,"Union City, NJ",Leng Thai,7189567117,5.0 star rating,I love this place!! Food is fresh and delicious and service is really great as well. Lunch is pretty cheap and right amount like dinner. I recommend this place!,6,,/user_details?userid=H0wzDgC4PECx15GLzsBi4A,adrienne l.
12696,335,,4/10/2010,,3,,"Brooklyn, NY",Leng Thai,7189567117,5.0 star rating,Best Pad Thai i've had since my move from FL. Every where i've tried in the northeast has been bland and mediocre.  And this place had enormous portions that will feed you for 3 days.,98,,/user_details?userid=okylrY5T--HpQg-fpYhbbg,Fawn V.
12697,336,,7/29/2010,,0,,"Astoria, NY",Leng Thai,7189567117,1.0 star rating,"We had high hopes because we love Thai food, but my wife and I were very disappointed. The chicken satay was overcooked, hard, dry and tasteless. A dinner special we ordered turned out to be a bowl of bland chicken soup with small pieces of overcooked chicken satay floating in it.The shrimp massaman, the only edible dish we had (and so heavy touted in other reviews here), was just borderline ok. Even our leechee drinks were too watered down. Too bad, because they do have a nice patio area.",9,,/user_details?userid=fvTFlN_T0ZwMwR_8Nde2sg,Lon G.
12698,337,,4/2/2008,,4,,"Cold Spring, NY",Leng Thai,7189567117,4.0 star rating,Great service and good food.  The portion sizes are very big.,73,1.0,/user_details?userid=4-M5L4lfAi66hz0K6C0kDg,Larry C.
12699,338,,8/16/2009,,7,,"Jersey City, NJ",Leng Thai,7189567117,2.0 star rating,"Please note that the restaurant is no longer BYOB.  My bf and I both bought a bottle of wine from a liquor store across the street and then was told we can't drink it at Leng.  So the favorite review for this place is misleading to still have that posted.  It's largely our fault of course for not checking he date of the review, but our other friends who joined us later also thought it was BYOB from reading that same review as well.  So just want to forewarn others just in case they made the same mistake we did.  Anyway, although the whole BYOB thing was disappointing, it wasn't such a big deal.  The big deal was that the servers here are really rude.  The person who was seating us when we first walked into the restaurant kept rolling his eyes when we were deciding whether to sit inside or outside.  Mind you, the restaurant was far from being crowded.  Many empty tables abound in fact and therefore, we can't understand why the waiter was being so impatient and unpleasant about the entire thing.  I was dying to walk out at that moment but our friends were heading over to meet us and I didn't want to complicate things by finding another place last minute, so we sucked it up hoping the service would be better.  I didn't mention to my friends when they arrived later on about what had happened earlier, but after dinner they did remark on how rude the waiters are themselves i.e. slamming water glasses down on our table and would give us an attitude when we only ordered water for drinks and how generally unfriendly everyone was despite the smiles my friends were giving them.  To be fair, the food was pretty good, hence the two stars. Otherwise, I would've given them zero stars as I'm DEFINITELY not returning again.  It was NOT a pleasant dinner at all and the okay-good food was not worth the aggravation.  Especially when there are plenty of great restaurants in Astoria.  I'm even more disappointed because I did like the decor and was considering booking the place for a possible bridal shower.  Good think I checked it out beforehand!",20,3.0,/user_details?userid=4DaK80KUK-yaRqCUXJiIeA,Susan L.
